Folio CFI,Empacadora,Fecha expedición,Tipo,Oficial,Folio RPV,Tercero especialista,Tercería,Producto,Variedad,Transporte,Cantidad,Uni. Medida,Mpio. Origen,País Destino,Estado destino,Mpio. Destino,Puerto de entrada,Estatus,No. cajas,Referencia,Observaciones,Justificación,Id Predicción,Id Continente,Continente
230018818,ELISEO MARQUEZ CHAVEZ Y/O AGUACATES D' ELISEOS S.A,2023/03/02,Internacional,,Aguacate,,,21.876.8008,Kilogramos,Gómez Farías. San Gabriel,Estados Unidos,Texas,,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,,
230018678,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/03/02,Internacional,-,Aguacate,,,23.522.4004,Kilogramos,Concepción De Buenos Aires. Gómez Farías. San Gabriel. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230018649,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/03/02,Internacional,-,Aguacate,,,23.865.5996,Kilogramos,Concepción De Buenos Aires. Gómez Farías. San Gabriel. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230018641,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/03/02,Internacional,-,Aguacate,,,21.906.5000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. San Gabriel. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230018581,MEVI AGUACATES DE CALIDAD S.A. DE C.V.,2023/03/02,Internacional,,Aguacate,,,23.760.0000,Kilogramos,Zapotlán El Grande,Estados Unidos,Texas,Edinburg,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,,
230018575,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/03/02,Internacional,,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,,
230018568,AVO SELECT S.A. DE C.V.,2023/03/02,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Gómez Farías,Estados Unidos,California,,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
3714165,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,16.855.0000,Kilogramos,Quitupan. San Gabriel. Zapotlán El Grande,Canadá,Calgary,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,,
3648956,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/03/01,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. San Gabriel. Zapotlán El Grande,Canadá,Toronto,,,Original,,,,,3,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
3648955,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/03/01,Internacional,,Aguacate,,,16.830.0000,Kilogramos,Concepción De Buenos Aires,Canadá,Ontario,,,Original,,,,,3,2,América,Roberto Medina Lara,,
3648954,FRESHJAL S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,17.792.0000,Kilogramos,Concepción De Buenos Aires,Japón,Kobe,,,Original,,,,,1,4,Asia,Roberto Medina Lara,,
3648953,FRESHJAL S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,18.976.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Kobe,,,Original,,,,,1,4,Asia,Roberto Medina Lara,,
3648951,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/03/01,Internacional,,Aguacate,,,3.796.8000,Kilogramos,San Gabriel,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Roberto Medina Lara,,
3647464,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/03/01,Internacional,,Aguacate,,,21.696.0000,Kilogramos,Quitupan. San Gabriel. Tuxpan,Japón,Chiba,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,,
3647460,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/03/01,Internacional,,Aguacate,,,10.124.7998,Kilogramos,La Manzanilla De La paz,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Sandra Barrera Robles,,
3647459,GRUPO RIVERAVO AVOCADOS PARA EL MUNDO S.A. DE C.V.,2023/03/01,Internacional,,Aguacate,,,22.880.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Costa Rica,Costa Rica,,,Original,,,,,4,2,América,Sandra Barrera Robles,,
3454040,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,16.454.4004,Kilogramos,Quitupan. San Ignacio Cerro Go. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Karen Itzel Rivera Turiján,,
230018305,MEVI AGUACATES DE CALIDAD S.A. DE C.V.,2023/03/01,Internacional,,Aguacate,,,20.468.0000,Kilogramos,Concepción De Buenos Aires. Zapotiltic,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,,
230018293,MEVI AGUACATES DE CALIDAD S.A. DE C.V.,2023/03/01,Internacional,,Aguacate,,,18.984.0000,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,,
230018284,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,21.911.5996,Kilogramos,Tapalpa. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,,
230018274,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,18.917.5996,Kilogramos,San Gabriel. Tapalpa,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,,
230018265,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/03/01,Internacional,,Aguacate,,,20.350.0000,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,,
230018209,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/03/01,Internacional,,Aguacate,,,20.645.8008,Kilogramos,Tapalpa,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,,
230018178,AVO SELECT S.A. DE C.V.,2023/03/01,Internacional,-,Aguacate,,,21.652.8008,Kilogramos,Arandas. Concepción De Buenos Aires. Gómez Farías,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230018171,AVOEXPORT AGUILAR S.A. DE C.V.,2023/03/01,Internacional,-,Aguacate,,,21.696.0000,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,McAllen,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230018165,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/03/01,Internacional,-,Aguacate,,,23.865.5996,Kilogramos,Concepción De Buenos Aires. Gómez Farías. San Gabriel. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230018158,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/03/01,Internacional,-,Aguacate,,,21.970.3008,Kilogramos,Concepción De Buenos Aires. Gómez Farías. San Gabriel. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
3714164,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Gómez Farías. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714158,AVOEXPORT AGUILAR S.A. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,2.940.0000,Kilogramos,Concepción De Buenos Aires,Kuwait,Kuwait,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3647455,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/28,Internacional,-,Aguacate,,,3.164.0000,Kilogramos,Tuxpan,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647454,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,19.144.0000,Kilogramos,Gómez Farías. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230017918,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,18.385.0000,Kilogramos,Desconocido,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
230017896,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,20.475.8008,Kilogramos,Tapalpa,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
230017737,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,21.876.8008,Kilogramos,San Gabriel. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230017725,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,23.504.0000,Kilogramos,Desconocido,Estados Unidos,California,,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230017720,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/28,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Desconocido,Estados Unidos,California,,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
0075839,AVO SELECT S.A. DE C.V.,2023/02/28,Internacional,UV-100822-16-VMRE-012-297-0221-22,Aguacate,,,21.876.8008,Kilogramos,Gómez Farías. San Gabriel. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Cancelado,,,,Folio de diciembre,4,2,América,Roberto Medina Lara,JOSE FERNANDO CAMACHO GUTIERREZ,NORMEX
0017860,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/28,Internacional,UV-100822-16-VMRE-012-290-0097-23,Aguacate,,,23.359.5996,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,Guadalupe Jiménez Cardoso,NORMEX
3648942,AVO ALZE S.P.R. DE R.L. DE C.V.,2023/02/27,Internacional,UV-010622-16-VMRE-003-480-0001-23,Aguacate,,,21.888.0000,Kilogramos,Zapotiltic,Francia,Cedex,,,Original,,,,,2,3,Europa,Roberto Medina Lara,Jesús Espino Guzmán,PAMFA A.C.
3648941,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-010822-16-VMRE-007-297-0070-23,Aguacate,,,22.400.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Reino Unido,Reino Unido,,,Original,,,,,2,3,Europa,Roberto Medina Lara,Jesús Espino Guzmán,PAMFA A.C.
3648939,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-010822-16-VMRE-007-297-0072-23,Aguacate,,,22.400.0000,Kilogramos,Concepción De Buenos Aires,Reino Unido,Reino Unido,,,Original,,,,,2,3,Europa,Roberto Medina Lara,Jesús Espino Guzmán,PAMFA A.C.
3648938,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-010822-16-VMRE-007-297-0073-23,Aguacate,,,22.400.0000,Kilogramos,Concepción De Buenos Aires,Reino Unido,Reino Unido,,,Original,,,,,2,3,Europa,Roberto Medina Lara,Jesús Espino Guzmán,PAMFA A.C.
3648937,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-010822-16-VMRE-007-297-0074-23,Aguacate,,,22.400.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Reino Unido,Reino Unido,,,Original,,,,,2,3,Europa,Roberto Medina Lara,Jesús Espino Guzmán,PAMFA A.C.
3648936,FRESHJAL S. DE R.L. DE C.V.,2023/02/27,Internacional,-,Aguacate,,,20.592.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan. Tonila,Francia,Cedex,,,Original,,,,,2,3,Europa,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
3648935,FRESHJAL S. DE R.L. DE C.V.,2023/02/27,Internacional,-,Aguacate,,,20.592.0000,Kilogramos,Arandas. Concepción De Buenos Aires. Mazamitla. Quitupan. Tonila,Francia,Cedex,,,Original,,,,,2,3,Europa,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
3647453,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/27,Internacional,-,Aguacate,,,17.560.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Mazamitla. Zapotlán El Grande,Canadá,Toronto,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647452,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/27,Internacional,-,Aguacate,,,17.760.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. San Gabriel. Zapotlán El Grande,Canadá,Vancouver ,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647451,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/27,Internacional,-,Aguacate,,,21.696.0000,Kilogramos,Quitupan. Tuxpan,Japón,Chiba,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647450,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/27,Internacional,-,Aguacate,,,4.429.6001,Kilogramos,La Manzanilla De La paz,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647449,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/27,Internacional,-,Aguacate,,,2.531.2000,Kilogramos,La Manzanilla De La paz,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647448,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-100822-16-VMRE-012-0297-0083-23,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Quitupan. Tecalitlán. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,Guadalupe Jiménez Cardoso,NORMEX
3647447,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-100822-16-VMRE-012-0297-0084-23,Aguacate,Hass,,18.080.0000,Kilogramos,Arandas. Concepción De Buenos Aires. Gómez Farías. Quitupan. Tecalitlán. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,Guadalupe Jiménez Cardoso,NORMEX
3647446,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-100822-16-VMRE-012-0297-0085-23,Aguacate,Hass,,21.696.0000,Kilogramos,Gómez Farías. Mazamitla. Quitupan. Tecalitlán,Japón,Kanagawa,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,Guadalupe Jiménez Cardoso,NORMEX
3647445,AVO SELECT S.A. DE C.V.,2023/02/27,Internacional,UV-100822-16-VMRE-012-0297-0088-23,Aguacate,,,18.170.4004,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Quitupan. Tecalitlán,Japón,Kobe,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,Guadalupe Jiménez Cardoso,NORMEX
3454011,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/27,Internacional,-,Aguacate,Hass,,16.830.0000,Kilogramos,Atotonilco El Alto. Cuautla. San Gabriel. Zapotlán El Grande,Canadá,Calgary,,,Original,,,,,3,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
230017500,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/27,Internacional,-,Aguacate,,,18.235.0000,Kilogramos,Desconocido,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
0017400,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/27,Internacional,UV-100822-16-VMRE-012-290-0096-23,Aguacate,,,23.344.1992,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,Guadalupe Jiménez Cardoso,NORMEX
0017395,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/27,Internacional,UV-100822-16-VMRE-012-290-0095-23,Aguacate,,,22.950.4004,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,Guadalupe Jiménez Cardoso,NORMEX
3714157,ELISEO MARQUEZ CHAVEZ Y/O AGUACATES D' ELISEOS S.A,2023/02/25,Internacional,-,Aguacate,,,18.560.0000,Kilogramos,Gómez Farías. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714156,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-100822-16-VMRE-012-0297-0079-23,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Quitupan. Tamazula De Gordiano. Tecalitlán,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Guadalupe Jiménez Cardoso,NORMEX
3714155,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-100822-16-VMRE-012-0297-0080-23,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Quitupan. Tecalitlán,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Guadalupe Jiménez Cardoso,NORMEX
3714154,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-100822-16-VMRE-012-0297-0081-23,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Quitupan. Tamazula De Gordiano. Tecalitlán,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Guadalupe Jiménez Cardoso,NORMEX
3714153,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-100822-16-VMRE-012-0297-0082-23,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. San Gabriel. Tecalitlán,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Guadalupe Jiménez Cardoso,NORMEX
3714152,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-010822-16-VMRE-007-297-0065-23,Aguacate,,,18.080.0000,Kilogramos,Arandas. Concepción De Buenos Aires. Gómez Farías. Mazamitla. Quitupan. Tecalitlán. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Jesús Espino Guzmán,PAMFA A.C.
3714151,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-010822-16-VMRE-007-297-0264-23,Aguacate,,,19.449.5996,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Jesús Espino Guzmán,PAMFA A.C.
3714150,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-010822-16-VMRE-007-297-0069-23,Aguacate,,,19.699.1992,Kilogramos,Concepción De Buenos Aires,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Jesús Espino Guzmán,PAMFA A.C.
3714149,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-010822-16-VMRE-007-297-0067-23,Aguacate,,,18.441.5996,Kilogramos,Concepción De Buenos Aires. Mazamitla,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Jesús Espino Guzmán,PAMFA A.C.
3714148,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-010822-16-VMRE-007-297-0068-23,Aguacate,,,18.351.1992,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Mazamitla. Quitupan. Tecalitlán. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Jesús Espino Guzmán,PAMFA A.C.
3714147,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-100822-16-VMRE-012-0297-0089-23,Aguacate,,,22.400.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Reino Unido,Reino Unido,,,Original,,,,,2,3,Europa,Jessica Cuevas Domínguez,Guadalupe Jiménez Cardoso,NORMEX
3714146,AVO SELECT S.A. DE C.V.,2023/02/25,Internacional,UV-010822-16-VMRE-007-297-0066-23,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Mazamitla. Quitupan. Tecalitlán. Zapotlán El Grande,Japón,Okayama,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Jesús Espino Guzmán,PAMFA A.C.
3714135,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,,,2.531.2000,Kilogramos,Zapotlán El Grande,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714134,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,,,16.830.0000,Kilogramos,Atotonilco El Alto. Cuautla. Ixtlahuacán Del Río. La Manzanilla De La paz. Mazamitla. Quitupan. San Gabriel. San Ignacio Cerro Go. Tapalpa. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714132,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,,,2.531.2000,Kilogramos,Quitupan,Panamá,Panamá,,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714131,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/25,Internacional,-,Aguacate,,,21.696.0000,Kilogramos,Quitupan,Japón,Chiba,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714125,FRESHJAL S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,Hass,,18.920.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714124,FRESHJAL S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,Hass,,18.112.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714122,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/25,Internacional,-,Aguacate,Hass,,1.898.4000,Kilogramos,La Manzanilla De La paz,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714121,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/25,Internacional,-,Aguacate,Hass,,3.164.0000,Kilogramos,Tonila,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714120,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/25,Internacional,-,Aguacate,Hass,,5.062.3999,Kilogramos,Tonila,Kuwait,Kuwait,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714119,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/25,Internacional,-,Aguacate,Hass,,3.796.8000,Kilogramos,Mazamitla,Kuwait,Kuwait,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714118,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/25,Internacional,-,Aguacate,Hass,,6.328.0000,Kilogramos,Tonila,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714117,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/25,Internacional,-,Aguacate,Hass,,3.164.0000,Kilogramos,Mazamitla,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648299,ELISEO MARQUEZ CHAVEZ Y/O AGUACATES D' ELISEOS S.A,2023/02/25,Internacional,-,Aguacate,Hass,,18.560.0000,Kilogramos,Gómez Farías. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
3648297,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,Hass,,17.280.0000,Kilogramos,La Manzanilla De La paz. San Gabriel. San Ignacio Cerro Go. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
3648296,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Atotonilco El Alto. Cuautla. Ixtlahuacán Del Río. La Manzanilla De La paz. Mazamitla. Quitupan. San Gabriel. San Ignacio Cerro Go. Zapotlán El Grande,Canadá,Quebec,,,Original,,,,,3,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
3648295,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/25,Internacional,-,Aguacate,Hass,,18.808.0000,Kilogramos,Quitupan. San Gabriel. Zapotlán El Grande,Japón,Kioto,,,Original,,,,,1,4,Asia,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
