Folio CFI,Empacadora,Fecha expedición,Tipo,Oficial,Folio RPV,Tercero especialista,Tercería,Producto,Variedad,Transporte,Cantidad,Uni. Medida,Mpio. Origen,País Destino,Estado destino,Mpio. Destino,Puerto de entrada,Estatus,No. cajas,Referencia,Observaciones,Justificación,Id Predicción,Id Continente,Continente
1798,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/09/2020,Internacional,Berenice Bernardino Padilla,681L0F3CHTU8-BGKQN5VIZ9063YJE2D445R17,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,5745,Kilogramos,Atoyac,Alemania,Berlin,Berlin,Berlin,Original,575,,,,2,3,Europa
1799,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/09/2020,Internacional,Francisco Fernández Villa,5536RCKJN4EW-LF1902028D6UHY7S93874AGM,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,3310,Kilogramos,Autlán De Navarro,Belgica,Amberes,Amberes,Amberes,Original,331,,,,2,3,Europa
1800,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/09/2020,Internacional,Isabella Rodríguez Molina,ZH16894N2V00-OAR8GI25EJXD3C6BKFTPL94S,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,1423,Kilogramos,Ayotlán; Ayutla,P Bajos,Amsterdam,Amsterdam,Amsterdam,Original,142,,,,2,3,Europa
1801,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/09/2020,Internacional,Andrea López Gonzales,UX18MYV74899-65SJHQ201RPB5I0WT3E2A6GO,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,8517,Kilogramos,Bolaños; Cabo Corrientes; Casimiro Castillo; Cihuatlán; La Barca,Portugal,Lisboa,Lisboa,Lisboa,Original,852,,,,2,3,Europa
1802,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/09/2020,Internacional,Sandra Barrera Robles,93GJ26U3XQW5-85L4R7EZHOTBKS16842P1NIV,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,1157,Kilogramos,Cocula; Colotlán; Concepción De Buenos; Zapotlán El Grande,A Saudita,Dammam ,Dammam ,Dammam ,Original,116,,,,4,1,Medio Oriente
1803,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/09/2020,Internacional,Berenice Bernardino Padilla,W961Y7V74Z3O-K08JH3RS22N4EU0C1PF6G8XI,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,9684,Kilogramos,Cuautitlán De García; Cuautla,Qatar,Doha,Doha,Doha,Original,968,,,,4,1,Medio Oriente
1804,Andrea Martínez Méndez,01/10/2020,Internacional,Francisco Fernández Villa,I5027HVRT41B-WPSEJYX02U63GM85N39ACF6D,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,5167,Kilogramos,Chapala; Chimaltitán; Chiquilistlán; Cuquío; Degollado,China,Shangai,Shangai,Shangai,Original,517,,,,4,4,Asia
1805,Andrea Martínez Méndez,01/10/2020,Internacional,Isabella Rodríguez Molina,D85841U9HKMS-036LX2B6FJE9Q7VG75OZW4T2,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,5874,Kilogramos,Ejutla; Encarnación De Díaz,Japón,Osaka,Osaka,Osaka,Original,587,,,,1,4,Asia
1806,Andrea Martínez Méndez,01/10/2020,Internacional,Andrea López Gonzales,7M9Y364BX552-QK28F3UH7PGCD1JLVNWEZRT1,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,9654,Kilogramos,El Grullo; Etzatlán; Guachinango; Guadalajara,Canada,Quebec,Montreal,Montreal,Original,965,,,,3,2,America
1807,Andrea Martínez Méndez,01/10/2020,Internacional,Sandra Barrera Robles,U3C8RIOZ0PTJ-MG03D7644L7Q1HBK96SW2FX9,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,5393,Kilogramos,Hostotipaquillo; Huejúcar,Corea,Seúl,Yeongdeungpo-gu,Yeongdeungpo-gu,Original,539,,,,4,4,Asia
1808,Andrea Martínez Méndez,01/10/2020,Internacional,Berenice Bernardino Padilla,9F08AX6159MD-IOH3QJ72CUY6RW8V10NP344S,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,5885,Kilogramos,Huejuquilla El Alto,Hong Kong,Sha Tin,Sha Tin,Sha Tin,Original,589,,,,4,4,Asia
1809,Andrea Martínez Méndez,01/10/2020,Internacional,Francisco Fernández Villa,G2J6PAB5S2FH-Z4I1OXVDNLK3R3C400MU81TQ,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,9373,Kilogramos,Ixtlahuacán De Los M; Ixtlahuacán Del Río; Jalostotitlán; La Huerta,Honduras,Tegucigalpa,Tegucigalpa,Tegucigalpa,Original,937,,,,4,2,America
1810,Andrea Martínez Méndez,01/10/2020,Internacional,Isabella Rodríguez Molina,9E84O3D5PL65-7QKTBR09V186YA70MXSF4IZH,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,5222,Kilogramos,Jamay; Jesús María; Jilotlán De Los Dolo; Jocotepec,Costa Rica,Cártago,Cártago,Cártago,Original,522,,,,4,2,America
1811,Andrea Martínez Méndez,01/10/2020,Internacional,Andrea López Gonzales,70U1BL22Y06D-V86PMW3NO5HK3GS9XIFA4Z7E,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,3528,Kilogramos,Juanacatlán; Juchitlán,Guatemala,Guatemala,Villa Nueva,Villa Nueva,Original,353,,,,4,2,America
1812,Andrea Martínez Méndez,01/10/2020,Internacional,Sandra Barrera Robles,YF7C0OJW8X4I-G42T3Z7HSE9A9VL53R65K168,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,1515,Kilogramos,El Limón; Lagos De Moreno; Magdalena,Rusia,Óblast De Moscú,Moscú,Moscú,Original,152,,,,2,3,Europa
1813,Andrea Martínez Méndez,01/10/2020,Internacional,Berenice Bernardino Padilla,LAQDWY16G90N-Z8UTC497X2EOPVSR0J514FH2,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,2169,Kilogramos,La Manzanilla De La ; Mascota; Mazamitla; Santa María Del Oro,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Original,217,,,,4,2,America
1814,Andrea Martínez Méndez,01/10/2020,Internacional,Francisco Fernández Villa,8018UDJA25OE-4FR9S75X43P13M6I9GZT0HBW,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,3704,Kilogramos,Mexticacán; Mezquitic,Panamá,Panamá,Panamá,Panamá,Original,370,,,,4,2,America
1815,Andrea Martínez Méndez,01/10/2020,Internacional,Isabella Rodríguez Molina,7OF874BSAR2C-58W041ED032TL51JGKMNUYIP,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,3050,Kilogramos,Mixtlán; Ocotlán; Ojuelos De Jalisco; Pihuamo,E Árabes,Dubai,Dubai,Dubai,Original,305,,,,4,1,Medio Oriente
1816,Andrea Martínez Méndez,01/10/2020,Internacional,Andrea López Gonzales,XOF8562M98WG-4LST5BPU01IQZK7320EJN43R,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,7512,Kilogramos,El Salto; Poncitlán; Puerto Vallarta; Quitupan; Villa Purificación,Francia,Le Havre,Le Havre ,Le Havre ,Original,751,,,,2,3,Europa
1817,Andrea Martínez Méndez,01/10/2020,Internacional,Sandra Barrera Robles,83KFL677S9X2-2ODQJZHUI438R95V6BC40A50,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,5961,Kilogramos,San Cristóbal De La ; San Diego De Alejand,Alemania,Berlin,Berlin,Berlin,Original,596,,,,2,3,Europa
1818,Andrea Martínez Méndez,01/10/2020,Internacional,Berenice Bernardino Padilla,M75SJBIX0Y81-K34QL1T93P24H0EW62Z8GV9F,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,3536,Kilogramos,San Juan De Los Lago; San Julián; San Marcos,P Bajos,Amsterdam,Amsterdam,Amsterdam,Original,354,,,,2,3,Europa
1819,Andrea Martínez Méndez,01/10/2020,Internacional,Francisco Fernández Villa,JQ7I8Z2DAXKN-GC6YW10EO98RT4PU46LMVB93,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,3621,Kilogramos,San Martín De Bolaño; San Martín Hidalgo,A Saudita,Dammam ,Dammam ,Dammam ,Original,362,,,,4,1,Medio Oriente
1820,Andrea Martínez Méndez,01/10/2020,Internacional,Isabella Rodríguez Molina,M5A28W345VN0-8QUJ1FL3P6I7ZDB69E7R41SK,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,665,Kilogramos,San Miguel El Alto,Aeropuerto Intkuwait,Kuwait,Kuwait,Kuwait,Original,67,,,,4,1,Medio Oriente
1821,Andrea Martínez Méndez,01/10/2020,Internacional,Andrea López Gonzales,QU2R0O47ZEFJ-VL81D1CB0W5N3P9A6YHIG8S6,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,8331,Kilogramos,Gómez Farías,Uruguay,Uruguay,Montevideo,Montevideo,Original,833,,,,4,2,America
1822,Marco Antonio Trujillo,01/10/2020,Internacional,Sandra Barrera Robles,KYC83ASX6UJ3-L11755RE8VTHM0W9FPD4Z46Q,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,3506,Kilogramos,San Sebastián Del Oe; Santa María De Los á; Sayula,Reino Unido,Essex,Essex,Essex,Original,351,,,,2,3,Europa
1823,Marco Antonio Trujillo,01/10/2020,Internacional,Berenice Bernardino Padilla,46RA15CJ92XV-OFGH8IQD81709MELBY06W4KU,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,7175,Kilogramos,Tala; Talpa De Allende,Corea,Seúl,Yeongdeungpo-gu,Yeongdeungpo-gu,Original,718,,,,4,4,Asia
1824,Marco Antonio Trujillo,01/10/2020,Internacional,Francisco Fernández Villa,UZ7BKWHY93J8-Q8X6AG35PO1NIM76V2TFLC1D,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,1281,Kilogramos,Tamazula De Gordiano,Honduras,Tegucigalpa,Tegucigalpa,Tegucigalpa,Original,128,,,,4,2,America
1825,Marco Antonio Trujillo,01/10/2020,Internacional,Isabella Rodríguez Molina,0C4QV18213PG-TOJ34RKZ0DHEN65Y9BS8F65X,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,5780,Kilogramos,Tapalpa; Tecalitlán,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Original,578,,,,4,2,America
1826,Marco Antonio Trujillo,01/10/2020,Internacional,Andrea López Gonzales,WVK6B9UHXTC7-010D3J2GOAEP5SLZYRMQ786N,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,7064,Kilogramos,Techaluta De Montene; Tecolotlán,Panamá,Panamá,Panamá,Panamá,Original,706,,,,4,2,America
1827,Marco Antonio Trujillo,01/10/2020,Internacional,Sandra Barrera Robles,X0FJ614O928B-Q1DC3LZTNUW59S345YM78E0P,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,795,Kilogramos,Tenamaxtlán; Teocaltiche; Teocuitatlán De Coro; Tepatitlán De Morelo,E Árabes,Dubai,Dubai,Dubai,Original,80,,,,4,1,Medio Oriente
1828,Marco Antonio Trujillo,01/10/2020,Internacional,Berenice Bernardino Padilla,1TEA0G94465Z-7SYQI836W7OL0RPD2HF8293K,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,1995,Kilogramos,Tequila; Teuchitlán; Tizapán El Alto; Tlajomulco De Zúñiga,Chile,Valparaíso,Valparaíso,Valparaíso,Original,200,,,,4,2,America
1829,Marco Antonio Trujillo,01/10/2020,Internacional,Francisco Fernández Villa,061WC8L57JKA-42I9S4MH0E312DPU3GOY9FVB,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,7374,Kilogramos,San Pedro Tlaquepaqu,U Europea,Andalucía,Valle-niza,Valle-niza,Original,737,,,,2,3,Europa
1830,Marco Antonio Trujillo,01/10/2020,Internacional,Isabella Rodríguez Molina,Q4ZTO7IE0YLX-535C28214J199SFMWD086VU3,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,6534,Kilogramos,Tolimán; Tomatlán; Tonalá,Francia,Le Havre,Le Havre ,Le Havre ,Original,653,,,,2,3,Europa
1831,Marco Antonio Trujillo,01/10/2020,Internacional,Andrea López Gonzales,S5GXNLFR39Y0-PM4J5238891D6CTHBU7OA0IV,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,1842,Kilogramos,Tonaya; Tonila; Totatiche; Tototlán; Tuxcacuesco,Alemania,Berlin,Berlin,Berlin,Original,184,,,,2,3,Europa
1832,Marco Antonio Trujillo,01/10/2020,Internacional,Sandra Barrera Robles,B4J7520I63DU-YWTX3Q509G1KAFP14CMV82EN,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,6380,Kilogramos,Tuxcueca,España,Algeciras,Algeciras,Algeciras,Original,638,,,,2,3,Europa
1833,Marco Antonio Trujillo,01/10/2020,Internacional,Berenice Bernardino Padilla,9U642FZBK5NY-8R1VJE1AXMQS83470H96P7WG,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,8082,Kilogramos,Tuxpan; Unión De San Antonio; Unión De Tula,A Saudita,Dammam ,Dammam ,Dammam ,Original,808,,,,4,1,Medio Oriente
1834,Marco Antonio Trujillo,01/10/2020,Internacional,Francisco Fernández Villa,2U591RC0VEOH-YK258D7F3IAGP983S4MLTBJN,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,1286,Kilogramos,San Gabriel; Valle De Guadalupe; Valle De Juárez; Villa Corona; Villa Guerrero,Qatar,Doha,Doha,Doha,Original,129,,,,4,1,Medio Oriente
1835,Marco Antonio Trujillo,01/10/2020,Internacional,Isabella Rodríguez Molina,KXG86JA9I5RQ-33WFCY5M81UZO702L46P47S9,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,7327,Kilogramos,Cañadas De Obregón; Villa Hidalgo; Yahualica De Gonzále,Aeropuerto Intkuwait,Kuwait,Kuwait,Kuwait,Original,733,,,,4,1,Medio Oriente
1836,Marco Antonio Trujillo,01/10/2020,Internacional,Andrea López Gonzales,31YS8R7JON1V-L4F0TI2G9U7W43AMPHE629KZ,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,7514,Kilogramos,Zacoalco De Torres; Zapopan; Zapotiltic,R Bahrein,Bahrein,Bahrein,Bahrein,Original,751,,,,4,1,Medio Oriente
1837,Marco Antonio Trujillo,01/10/2020,Internacional,Sandra Barrera Robles,JD5F98E8GIVY-L51Z3B22310XQRT4K79M4ACW,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,3289,Kilogramos,Zapotitlán De Vadill; Zapotlanejo; Zapotlán Del Rey,Malaysia,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Original,329,,,,4,4,Asia
1838,David Preciado Aguilar,01/10/2020,Internacional,Berenice Bernardino Padilla,1MUGOF5479DW-396QR0PXVJCTK482ZYN70S2H,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,7305,Kilogramos,Acatic; Acatlán De Juárez; Ahualulco De Mercado; Amacueca; San Ignacio Cerro Go,Japón,Osaka,Osaka,Osaka,Original,731,,,,1,4,Asia
1839,David Preciado Aguilar,01/10/2020,Internacional,Francisco Fernández Villa,5L4GN2EY52JH-98S4Q9U773KOD08VB1A3M6R0,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,9993,Kilogramos,Amatitán,Hong Kong,Sha Tin,Sha Tin,Sha Tin,Original,999,,,,4,4,Asia
1840,David Preciado Aguilar,01/10/2020,Internacional,Isabella Rodríguez Molina,38R0SOI834BM-NXH459QG129C510PZK6DE67W,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,1640,Kilogramos,Ameca; Arandas; El Arenal; San Juanito De Escob,Honduras,Tegucigalpa,Tegucigalpa,Tegucigalpa,Original,164,,,,4,2,America
1841,David Preciado Aguilar,01/10/2020,Internacional,Andrea López Gonzales,176J3U28WN4F-5MKY9Z7853GBX20QTP4A16V9,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,5981,Kilogramos,Atemajac De Brizuela; Atengo; Atenguillo; Atotonilco El Alto; Atoyac,Rusia,Óblast De Moscú,Moscú,Moscú,Original,598,,,,2,3,Europa
1842,David Preciado Aguilar,01/10/2020,Internacional,Sandra Barrera Robles,F1Y22VW3NSH8-O59CL95BJZIT8U04GKAMP46E,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,8281,Kilogramos,Autlán De Navarro; Ayotlán; Ayutla; La Barca,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Original,828,,,,4,2,America
1843,David Preciado Aguilar,01/10/2020,Internacional,Berenice Bernardino Padilla,3NP1KB55J8IM-2Q7E6FR4S04YHDX0CAV7UG2T,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,1529,Kilogramos,Bolaños; Cabo Corrientes; Casimiro Castillo,Panamá,Panamá,Panamá,Panamá,Original,153,,,,4,2,America
1844,David Preciado Aguilar,01/10/2020,Internacional,Francisco Fernández Villa,5EM9W0YU87JG-NA1RKC91QZ26V35X44L760H3,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,1015,Kilogramos,Cihuatlán,Francia,Le Havre,Le Havre ,Le Havre ,Original,102,,,,2,3,Europa
1845,David Preciado Aguilar,01/10/2020,Internacional,Isabella Rodríguez Molina,XR1IQ0487906-AG81BYEP7L3WT4ODFNJCZ562,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,6110,Kilogramos,Cocula; Colotlán; Concepción De Buenos; Zapotlán El Grande,Belgica,Amberes,Amberes,Amberes,Original,611,,,,2,3,Europa
1846,David Preciado Aguilar,01/10/2020,Internacional,Andrea López Gonzales,LBP4WN21F5DG-64309TYZ1XIVK3C8ARME2QJH,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,5656,Kilogramos,Cuautitlán De García,España,Algeciras,Algeciras,Algeciras,Original,566,,,,2,3,Europa
1847,David Preciado Aguilar,01/10/2020,Internacional,Sandra Barrera Robles,8RNH1BL6S6FA-9J9M2V2W4783DCYTQG04KPI0,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,7683,Kilogramos,Chapala; Cuautla; Cuquío,Portugal,Lisboa,Lisboa,Lisboa,Original,768,,,,2,3,Europa
1848,David Preciado Aguilar,01/10/2020,Internacional,Berenice Bernardino Padilla,0729ZXUNLYS2-54D1P5E4A718M0VI6O3RH86C,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,5747,Kilogramos,Chimaltitán; Chiquilistlán; Degollado; Ejutla,Aeropuerto Intkuwait,Kuwait,Kuwait,Kuwait,Original,575,,,,4,1,Medio Oriente
1849,David Preciado Aguilar,01/10/2020,Internacional,Francisco Fernández Villa,V72EJI2SGWT3-9OYA4NFHLR8P05193C5ZQ8X1,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,4602,Kilogramos,El Grullo; Encarnación De Díaz; Etzatlán; Guachinango,R Bahrein,Bahrein,Bahrein,Bahrein,Original,460,,,,4,1,Medio Oriente
1850,David Preciado Aguilar,01/10/2020,Internacional,Isabella Rodríguez Molina,QM08517I3V25-J647EF81ZLKUTWS4OA9NR3PB,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,6020,Kilogramos,Guadalajara; Hostotipaquillo; Huejúcar,Malaysia,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Original,602,,,,4,4,Asia
1851,Avocado,01/10/2020,Internacional,Andrea López Gonzales,5U9RQM85O890-0YLJB72FTCASDXI4HWGN71Z6,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,7039,Kilogramos,Huejuquilla El Alto; Ixtlahuacán De Los M; Ixtlahuacán Del Río; Jalostotitlán; La Huerta,Canada,Quebec,Montreal,Montreal,Original,704,,,,3,2,America
1852,Avocado,01/10/2020,Internacional,Sandra Barrera Robles,BV588YU64L30-24OQS96JX37MHZE5C1DR2K0W,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,2731,Kilogramos,Jamay; Jesús María,Corea,Seúl,Yeongdeungpo-gu,Yeongdeungpo-gu,Original,273,,,,4,4,Asia
1853,Avocado,01/10/2020,Internacional,Berenice Bernardino Padilla,QE54V4003CH7-1MG37862YJOBI2S1R8W5AXFZ,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,4754,Kilogramos,Jilotlán De Los Dolo; Jocotepec; Juanacatlán; Juchitlán,El Salvador,San Salvador,San Salvador,San Salvador,Original,475,,,,4,2,America
1854,Avocado,01/10/2020,Internacional,Francisco Fernández Villa,O2ZD57XW9Q6E-7GURFSHPL250J8K16B9NVCIM,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,3438,Kilogramos,Lagos De Moreno,Honduras,Tegucigalpa,Tegucigalpa,Tegucigalpa,Original,344,,,,4,2,America
1855,Avocado,01/10/2020,Internacional,Isabella Rodríguez Molina,140G19DKW8B6-LQ39A260C5X423PZ8NIMRE5T,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,9760,Kilogramos,El Limón; La Manzanilla De La ; Magdalena; Santa María Del Oro,Costa Rica,Cártago,Cártago,Cártago,Original,976,,,,4,2,America
1856,Avocado,01/10/2020,Internacional,Andrea López Gonzales,M1U706A2QZ5F-K1PGYOD49473XH0NW6C8T8I5,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,5722,Kilogramos,Mascota; Mazamitla; Mexticacán; Mezquitic; Mixtlán,Rusia,Óblast De Moscú,Moscú,Moscú,Original,572,,,,2,3,Europa
1857,Avocado,01/10/2020,Internacional,Sandra Barrera Robles,I2Q9KE7ZC861-4D46FLM1VGSNTP35W9A2X380,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,3329,Kilogramos,Ocotlán; Ojuelos De Jalisco; Pihuamo; Poncitlán; Puerto Vallarta,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Original,333,,,,4,2,America
1858,Avocado,01/10/2020,Internacional,Berenice Bernardino Padilla,9JKI5UA6208B-Z0OMQL3FW1DV6RXGE7H37TSN,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,6795,Kilogramos,Villa Purificación,Panamá,Panamá,Panamá,Panamá,Original,680,,,,4,2,America
1859,Avocado,01/10/2020,Internacional,Francisco Fernández Villa,J73C6B24X04D-6059P9VOY3EQRM8I2ZAWHGUN,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,1532,Kilogramos,El Salto; Quitupan,Singapur,Centro Singapur,Singapur,Singapur,Original,153,,,,4,4,Asia
1860,Avocado,01/10/2020,Internacional,Isabella Rodríguez Molina,INYZP7V0GQT7-AB9E6U034MCFH6R4X8K221WO,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,2226,Kilogramos,San Cristóbal De La ; San Diego De Alejand,E Árabes,Dubai,Dubai,Dubai,Original,223,,,,4,1,Medio Oriente
1861,Avocado,01/10/2020,Internacional,Andrea López Gonzales,7E616378O9JW-BVK04HZ9QC42RDM8L1T0SFAI,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,8170,Kilogramos,San Juan De Los Lago; San Julián; San Marcos,Chile,Valparaíso,Valparaíso,Valparaíso,Original,817,,,,4,2,America
1862,Avocado,01/10/2020,Internacional,Sandra Barrera Robles,V05KAQ6P4RO9-61BGYSU7JF4I2E75D8C9833H,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,2979,Kilogramos,Gómez Farías; San Martín De Bolaño; San Martín Hidalgo; San Miguel El Alto,Francia,Le Havre,Le Havre ,Le Havre ,Original,298,,,,2,3,Europa
1863,Avocado,01/10/2020,Internacional,Berenice Bernardino Padilla,1368A6139WE7-4LHJ05V2CDBY4T20GKMOI985,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,8432,Kilogramos,San Sebastián Del Oe; Santa María De Los á; Sayula; Tala,Belgica,Amberes,Amberes,Amberes,Original,843,,,,2,3,Europa
1864,Avocado,01/10/2020,Internacional,Francisco Fernández Villa,TEUCAD7QS2M9-I6ZY08VHKF45WXR74G3PN6J3,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,8662,Kilogramos,Talpa De Allende,Portugal,Lisboa,Lisboa,Lisboa,Original,866,,,,2,3,Europa
1865,Avocado,01/10/2020,Internacional,Isabella Rodríguez Molina,6N9ZGY18D75X-AW6ITB0S35UP08EK24R1C4QH,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,6499,Kilogramos,Tamazula De Gordiano; Tapalpa; Tecalitlán; Tecolotlán,A Saudita,Dammam ,Dammam ,Dammam ,Original,650,,,,4,1,Medio Oriente
1866,Avocado,01/10/2020,Internacional,Andrea López Gonzales,S8INXC5K4F2B-3TU8640LQ7V1M61H32YWRGZP,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,9523,Kilogramos,Techaluta De Montene,Qatar,Doha,Doha,Doha,Original,952,,,,4,1,Medio Oriente
1867,Avocado,01/10/2020,Internacional,Sandra Barrera Robles,LE8D59198ZPN-XMYSF74K21J6CQUH4B363GI5,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,2756,Kilogramos,Tenamaxtlán; Teocaltiche; Teocuitatlán De Coro,Aeropuerto Intkuwait,Kuwait,Kuwait,Kuwait,Original,276,,,,4,1,Medio Oriente
1868,Agro Jalisco,01/10/2020,Internacional,Berenice Bernardino Padilla,E0UD82SAT99X-7N1M0BQPWRO64VYCF7LI2K3H,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,5640,Kilogramos,Tepatitlán De Morelo; Tequila; Teuchitlán; Tizapán El Alto; Tlajomulco De Zúñiga,Japón,Osaka,Osaka,Osaka,Original,564,,,,1,4,Asia
1869,Agro Jalisco,01/10/2020,Internacional,Francisco Fernández Villa,Q362DW8R3US6-9V0H70P5EI1KO81B7Y9A4ZFN,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,4753,Kilogramos,San Pedro Tlaquepaqu; Tolimán; Tomatlán; Tonalá; Tonaya,Canada,Quebec,Montreal,Montreal,Original,475,,,,3,2,America
1870,Agro Jalisco,01/10/2020,Internacional,Isabella Rodríguez Molina,190GOJU76RM1-8BWKPS6908Y5Q2EALTFD4N3H,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,8660,Kilogramos,Tonila; Totatiche; Tototlán; Tuxcacuesco; Tuxcueca,Reino Unido,Essex,Essex,Essex,Original,866,,,,2,3,Europa
1871,Agro Jalisco,01/10/2020,Internacional,Andrea López Gonzales,41N45UPH0GEL-9C372A8VRIQ86KOZMTW16079,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,3184,Kilogramos,Tuxpan; Unión De San Antonio,Hong Kong,Sha Tin,Sha Tin,Sha Tin,Original,318,,,,4,4,Asia
